movimentacao_id,produto_id,centro_id,tipo,quantidade,referencia,criado_em
302,4,3,SAIDA_VENDA,-1,PEDIDO-62,2025-05-11 15:57:00
303,45,3,SAIDA_VENDA,-2,PEDIDO-62,2025-05-11 15:57:00
304,18,1,SAIDA_VENDA,-3,PEDIDO-63,2025-03-31 09:47:00
305,27,1,SAIDA_VENDA,-2,PEDIDO-63,2025-03-31 09:47:00
306,25,1,SAIDA_VENDA,-2,PEDIDO-63,2025-03-31 09:47:00
307,54,2,SAIDA_VENDA,-3,PEDIDO-64,2025-11-16 16:28:00
308,57,3,SAIDA_VENDA,-3,PEDIDO-64,2025-11-16 16:28:00
309,17,1,SAIDA_VENDA,-2,PEDIDO-64,2025-11-16 16:28:00
310,15,3,SAIDA_VENDA,-1,PEDIDO-65,2025-11-09 13:22:00
311,40,1,SAIDA_VENDA,-1,PEDIDO-65,2025-11-09 13:22:00
312,29,3,SAIDA_VENDA,-2,PEDIDO-65,2025-11-09 13:22:00
313,20,1,SAIDA_VENDA,-1,PEDIDO-66,2026-03-07 08:07:00
314,45,1,SAIDA_VENDA,-1,PEDIDO-66,2026-03-07 08:07:00
315,10,3,SAIDA_VENDA,-1,PEDIDO-67,2025-09-29 09:41:00
316,41,1,SAIDA_VENDA,-1,PEDIDO-67,2025-09-29 09:41:00
317,27,3,SAIDA_VENDA,-2,PEDIDO-67,2025-09-29 09:41:00
318,40,3,SAIDA_VENDA,-2,PEDIDO-68,2025-08-29 09:02:00
319,28,3,SAIDA_VENDA,-3,PEDIDO-68,2025-08-29 09:02:00
320,38,2,SAIDA_VENDA,-2,PEDIDO-68,2025-08-29 09:02:00
321,59,1,SAIDA_VENDA,-1,PEDIDO-68,2025-08-29 09:02:00
322,56,2,SAIDA_VENDA,-3,PEDIDO-70,2026-06-18 13:25:00
323,34,1,SAIDA_VENDA,-2,PEDIDO-70,2026-06-18 13:25:00
324,33,3,SAIDA_VENDA,-1,PEDIDO-70,2026-06-18 13:25:00
325,39,1,SAIDA_VENDA,-1,PEDIDO-70,2026-06-18 13:25:00
326,14,1,SAIDA_VENDA,-2,PEDIDO-71,2025-12-31 20:02:00
327,6,3,SAIDA_VENDA,-2,PEDIDO-71,2025-12-31 20:02:00
328,6,3,SAIDA_VENDA,-1,PEDIDO-72,2026-02-23 11:54:00
329,32,3,SAIDA_VENDA,-2,PEDIDO-72,2026-02-23 11:54:00
330,24,3,SAIDA_VENDA,-1,PEDIDO-72,2026-02-23 11:54:00
331,55,1,SAIDA_VENDA,-1,PEDIDO-72,2026-02-23 11:54:00
332,55,2,SAIDA_VENDA,-1,PEDIDO-73,2025-12-07 17:22:00
333,25,1,SAIDA_VENDA,-2,PEDIDO-73,2025-12-07 17:22:00
334,41,1,SAIDA_VENDA,-2,PEDIDO-73,2025-12-07 17:22:00
335,27,2,SAIDA_VENDA,-1,PEDIDO-73,2025-12-07 17:22:00
336,43,3,SAIDA_VENDA,-2,PEDIDO-75,2025-02-24 19:50:00
337,11,3,SAIDA_VENDA,-1,PEDIDO-75,2025-02-24 19:50:00
338,4,1,SAIDA_VENDA,-3,PEDIDO-75,2025-02-24 19:50:00
339,10,3,SAIDA_VENDA,-1,PEDIDO-76,2026-03-23 11:57:00
340,59,1,SAIDA_VENDA,-1,PEDIDO-76,2026-03-23 11:57:00
341,19,1,SAIDA_VENDA,-1,PEDIDO-77,2025-01-17 19:41:00
342,35,3,SAIDA_VENDA,-1,PEDIDO-77,2025-01-17 19:41:00
343,33,2,SAIDA_VENDA,-1,PEDIDO-77,2025-01-17 19:41:00
344,17,2,SAIDA_VENDA,-1,PEDIDO-77,2025-01-17 19:41:00
345,26,2,SAIDA_VENDA,-2,PEDIDO-78,2025-04-26 18:03:00
346,24,2,SAIDA_VENDA,-3,PEDIDO-78,2025-04-26 18:03:00
347,49,1,SAIDA_VENDA,-1,PEDIDO-79,2025-11-26 19:59:00
348,34,1,SAIDA_VENDA,-2,PEDIDO-80,2026-01-09 14:47:00
349,42,3,SAIDA_VENDA,-1,PEDIDO-80,2026-01-09 14:47:00
350,21,3,SAIDA_VENDA,-1,PEDIDO-81,2025-10-15 08:20:00
351,25,3,SAIDA_VENDA,-1,PEDIDO-82,2026-03-05 09:26:00
352,23,3,SAIDA_VENDA,-2,PEDIDO-83,2025-12-07 11:40:00
353,29,2,SAIDA_VENDA,-2,PEDIDO-84,2026-02-27 10:19:00
354,51,3,SAIDA_VENDA,-1,PEDIDO-85,2026-01-28 20:57:00
355,38,1,SAIDA_VENDA,-1,PEDIDO-85,2026-01-28 20:57:00
356,25,1,SAIDA_VENDA,-2,PEDIDO-86,2025-12-31 19:12:00
357,7,2,SAIDA_VENDA,-2,PEDIDO-86,2025-12-31 19:12:00
358,58,3,SAIDA_VENDA,-1,PEDIDO-86,2025-12-31 19:12:00
359,13,3,SAIDA_VENDA,-1,PEDIDO-86,2025-12-31 19:12:00
360,6,3,SAIDA_VENDA,-2,PEDIDO-87,2026-03-17 18:15:00
361,21,2,SAIDA_VENDA,-1,PEDIDO-87,2026-03-17 18:15:00
362,2,3,SAIDA_VENDA,-2,PEDIDO-87,2026-03-17 18:15:00
363,35,1,SAIDA_VENDA,-1,PEDIDO-87,2026-03-17 18:15:00
364,60,1,SAIDA_VENDA,-1,PEDIDO-88,2025-06-14 08:51:00
365,42,1,SAIDA_VENDA,-3,PEDIDO-89,2026-06-21 09:49:00
366,59,1,SAIDA_VENDA,-1,PEDIDO-89,2026-06-21 09:49:00
367,40,3,SAIDA_VENDA,-2,PEDIDO-89,2026-06-21 09:49:00
368,30,2,SAIDA_VENDA,-3,PEDIDO-90,2025-06-15 14:18:00
369,20,1,SAIDA_VENDA,-2,PEDIDO-90,2025-06-15 14:18:00
370,44,2,SAIDA_VENDA,-2,PEDIDO-90,2025-06-15 14:18:00
371,18,2,SAIDA_VENDA,-2,PEDIDO-91,2026-03-03 12:52:00
372,11,3,SAIDA_VENDA,-2,PEDIDO-91,2026-03-03 12:52:00
373,54,1,SAIDA_VENDA,-1,PEDIDO-91,2026-03-03 12:52:00
374,15,1,SAIDA_VENDA,-1,PEDIDO-91,2026-03-03 12:52:00
375,42,1,SAIDA_VENDA,-2,PEDIDO-92,2025-09-21 12:36:00
376,11,2,SAIDA_VENDA,-3,PEDIDO-93,2026-03-01 14:31:00
377,53,2,SAIDA_VENDA,-2,PEDIDO-94,2025-11-11 21:19:00
378,7,1,SAIDA_VENDA,-1,PEDIDO-94,2025-11-11 21:19:00
379,22,2,SAIDA_VENDA,-1,PEDIDO-95,2025-02-03 11:12:00
380,14,3,SAIDA_VENDA,-1,PEDIDO-96,2026-02-10 10:35:00
381,34,3,SAIDA_VENDA,-2,PEDIDO-97,2025-10-18 08:07:00
382,55,2,SAIDA_VENDA,-2,PEDIDO-98,2025-10-31 17:13:00
383,56,1,SAIDA_VENDA,-1,PEDIDO-98,2025-10-31 17:13:00
384,22,2,SAIDA_VENDA,-2,PEDIDO-98,2025-10-31 17:13:00
385,51,1,SAIDA_VENDA,-2,PEDIDO-98,2025-10-31 17:13:00
386,23,1,SAIDA_VENDA,-1,PEDIDO-99,2026-06-22 12:43:00
387,50,2,SAIDA_VENDA,-1,PEDIDO-99,2026-06-22 12:43:00
388,34,1,SAIDA_VENDA,-1,PEDIDO-100,2025-07-03 09:27:00
389,44,1,SAIDA_VENDA,-1,PEDIDO-101,2026-01-13 11:20:00
390,5,1,SAIDA_VENDA,-1,PEDIDO-102,2026-05-22 16:49:00
391,38,2,SAIDA_VENDA,-2,PEDIDO-102,2026-05-22 16:49:00
392,1,2,SAIDA_VENDA,-2,PEDIDO-102,2026-05-22 16:49:00
393,34,2,SAIDA_VENDA,-1,PEDIDO-103,2026-03-07 20:45:00
394,59,2,SAIDA_VENDA,-2,PEDIDO-104,2025-10-11 17:39:00
395,5,1,SAIDA_VENDA,-1,PEDIDO-104,2025-10-11 17:39:00
396,1,2,SAIDA_VENDA,-1,PEDIDO-104,2025-10-11 17:39:00
397,54,3,SAIDA_VENDA,-1,PEDIDO-104,2025-10-11 17:39:00
398,27,3,SAIDA_VENDA,-2,PEDIDO-105,2025-02-27 20:36:00
399,38,1,SAIDA_VENDA,-1,PEDIDO-105,2025-02-27 20:36:00
400,35,2,SAIDA_VENDA,-1,PEDIDO-105,2025-02-27 20:36:00
401,7,2,SAIDA_VENDA,-1,PEDIDO-105,2025-02-27 20:36:00
402,9,3,SAIDA_VENDA,-1,PEDIDO-106,2025-02-05 14:57:00
403,27,2,SAIDA_VENDA,-1,PEDIDO-107,2026-01-09 08:05:00
404,23,1,SAIDA_VENDA,-3,PEDIDO-107,2026-01-09 08:05:00
405,32,3,SAIDA_VENDA,-2,PEDIDO-108,2025-03-17 15:33:00
406,7,2,SAIDA_VENDA,-1,PEDIDO-108,2025-03-17 15:33:00
407,52,3,SAIDA_VENDA,-1,PEDIDO-108,2025-03-17 15:33:00
408,43,3,SAIDA_VENDA,-2,PEDIDO-109,2025-09-05 15:08:00
409,41,2,SAIDA_VENDA,-1,PEDIDO-110,2025-03-26 13:18:00
410,19,3,SAIDA_VENDA,-2,PEDIDO-110,2025-03-26 13:18:00
411,22,1,SAIDA_VENDA,-2,PEDIDO-110,2025-03-26 13:18:00
412,26,1,SAIDA_VENDA,-1,PEDIDO-111,2026-01-15 21:51:00
413,2,1,SAIDA_VENDA,-1,PEDIDO-111,2026-01-15 21:51:00
414,41,1,SAIDA_VENDA,-2,PEDIDO-111,2026-01-15 21:51:00
415,52,3,SAIDA_VENDA,-1,PEDIDO-113,2025-11-12 12:43:00
416,56,1,SAIDA_VENDA,-1,PEDIDO-113,2025-11-12 12:43:00
417,47,3,SAIDA_VENDA,-3,PEDIDO-114,2025-09-14 16:26:00
418,3,1,SAIDA_VENDA,-1,PEDIDO-114,2025-09-14 16:26:00
419,50,1,SAIDA_VENDA,-1,PEDIDO-115,2026-04-13 14:41:00
420,17,2,SAIDA_VENDA,-1,PEDIDO-115,2026-04-13 14:41:00
421,14,2,SAIDA_VENDA,-1,PEDIDO-115,2026-04-13 14:41:00
422,45,3,SAIDA_VENDA,-1,PEDIDO-115,2026-04-13 14:41:00
423,34,3,SAIDA_VENDA,-2,PEDIDO-116,2025-11-20 09:54:00
424,10,1,SAIDA_VENDA,-2,PEDIDO-116,2025-11-20 09:54:00
425,57,1,SAIDA_VENDA,-2,PEDIDO-116,2025-11-20 09:54:00
426,22,3,SAIDA_VENDA,-3,PEDIDO-116,2025-11-20 09:54:00
427,58,1,SAIDA_VENDA,-3,PEDIDO-118,2025-06-18 13:46:00
428,7,2,SAIDA_VENDA,-2,PEDIDO-118,2025-06-18 13:46:00
429,22,2,SAIDA_VENDA,-2,PEDIDO-118,2025-06-18 13:46:00
430,11,3,SAIDA_VENDA,-3,PEDIDO-118,2025-06-18 13:46:00
431,16,1,SAIDA_VENDA,-3,PEDIDO-119,2025-07-19 21:28:00
432,50,3,SAIDA_VENDA,-2,PEDIDO-119,2025-07-19 21:28:00
433,58,1,SAIDA_VENDA,-3,PEDIDO-120,2026-06-08 21:14:00
434,15,3,SAIDA_VENDA,-3,PEDIDO-120,2026-06-08 21:14:00
