historico_id,pedido_id,status_anterior,status_novo,observacao,alterado_em
273,80,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2026-01-11 02:47:00
274,80,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2026-01-11 20:47:00
275,80,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2026-01-12 14:47:00
276,81,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-10-15 08:20:00
277,81,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-10-16 02:20:00
278,81,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2025-10-16 20:20:00
279,81,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2025-10-17 14:20:00
280,81,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2025-10-18 08:20:00
281,82,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-03-05 09:26:00
282,82,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2026-03-06 03:26:00
283,82,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2026-03-06 21:26:00
284,82,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2026-03-07 15:26:00
285,82,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2026-03-08 09:26:00
286,83,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-12-07 11:40:00
287,83,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-12-08 05:40:00
288,83,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2025-12-08 23:40:00
289,83,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2025-12-09 17:40:00
290,84,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-02-27 10:19:00
291,84,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2026-02-28 04:19:00
292,84,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2026-02-28 22:19:00
293,85,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-01-28 20:57:00
294,85,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2026-01-29 14:57:00
295,86,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-12-31 19:12:00
296,86,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2026-01-01 13:12:00
297,86,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2026-01-02 07:12:00
298,87,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-03-17 18:15:00
299,87,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2026-03-18 12:15:00
300,87,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2026-03-19 06:15:00
301,87,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2026-03-20 00:15:00
302,87,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2026-03-20 18:15:00
303,88,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-06-14 08:51:00
304,88,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-06-15 02:51:00
305,88,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2025-06-15 20:51:00
306,89,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-06-21 09:49:00
307,90,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-06-15 14:18:00
308,90,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-06-16 08:18:00
309,91,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-03-03 12:52:00
310,91,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2026-03-04 06:52:00
311,91,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2026-03-05 00:52:00
312,91,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2026-03-05 18:52:00
313,92,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-09-21 12:36:00
314,92,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-09-22 06:36:00
315,92,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2025-09-23 00:36:00
316,92,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2025-09-23 18:36:00
317,92,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2025-09-24 12:36:00
318,93,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-03-01 14:31:00
319,93,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2026-03-02 08:31:00
320,93,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2026-03-03 02:31:00
321,93,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2026-03-03 20:31:00
322,93,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2026-03-04 14:31:00
323,94,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-11-11 21:19:00
324,94,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-11-12 15:19:00
325,95,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-02-03 11:12:00
326,95,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-02-04 05:12:00
327,95,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2025-02-04 23:12:00
328,95,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2025-02-05 17:12:00
329,95,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2025-02-06 11:12:00
330,96,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-02-10 10:35:00
331,96,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2026-02-11 04:35:00
332,96,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2026-02-11 22:35:00
333,96,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2026-02-12 16:35:00
334,96,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2026-02-13 10:35:00
335,97,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-10-18 08:07:00
336,97,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-10-19 02:07:00
337,97,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2025-10-19 20:07:00
338,97,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2025-10-20 14:07:00
339,97,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2025-10-21 08:07:00
340,98,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-10-31 17:13:00
341,98,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-11-01 11:13:00
342,99,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-06-22 12:43:00
343,100,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-07-03 09:27:00
344,100,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-07-04 03:27:00
345,100,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2025-07-04 21:27:00
346,100,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2025-07-05 15:27:00
347,100,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2025-07-06 09:27:00
348,101,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-01-13 11:20:00
349,101,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2026-01-14 05:20:00
350,101,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2026-01-14 23:20:00
351,101,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2026-01-15 17:20:00
352,101,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2026-01-16 11:20:00
353,102,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-05-22 16:49:00
354,102,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2026-05-23 10:49:00
355,102,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2026-05-24 04:49:00
356,102,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2026-05-24 22:49:00
357,103,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-03-07 20:45:00
358,103,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2026-03-08 14:45:00
359,104,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-10-11 17:39:00
360,104,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-10-12 11:39:00
361,104,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2025-10-13 05:39:00
362,104,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2025-10-13 23:39:00
363,104,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2025-10-14 17:39:00
364,105,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-02-27 20:36:00
365,105,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-02-28 14:36:00
366,106,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-02-05 14:57:00
367,107,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-01-09 08:05:00
368,107,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2026-01-10 02:05:00
369,107,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2026-01-10 20:05:00
370,108,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-03-17 15:33:00
371,108,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-03-18 09:33:00
372,108,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2025-03-19 03:33:00
373,108,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2025-03-19 21:33:00
374,108,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2025-03-20 15:33:00
375,109,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-09-05 15:08:00
376,109,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-09-06 09:08:00
377,109,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2025-09-07 03:08:00
378,109,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2025-09-07 21:08:00
379,110,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-03-26 13:18:00
380,110,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-03-27 07:18:00
381,110,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2025-03-28 01:18:00
382,110,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2025-03-28 19:18:00
383,110,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2025-03-29 13:18:00
384,111,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-01-15 21:51:00
385,111,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2026-01-16 15:51:00
386,111,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2026-01-17 09:51:00
387,111,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2026-01-18 03:51:00
388,111,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2026-01-18 21:51:00
389,112,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-04-04 15:55:00
390,112,PENDENTE_PAGAMENTO,CANCELADO,Avanço do fluxo do pedido,2026-04-05 09:55:00
391,113,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-11-12 12:43:00
392,113,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-11-13 06:43:00
393,113,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2025-11-14 00:43:00
394,113,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2025-11-14 18:43:00
395,113,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2025-11-15 12:43:00
396,114,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-09-14 16:26:00
397,114,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-09-15 10:26:00
398,114,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2025-09-16 04:26:00
399,115,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-04-13 14:41:00
400,115,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2026-04-14 08:41:00
401,115,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2026-04-15 02:41:00
402,115,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2026-04-15 20:41:00
403,115,ENVIADO,ENTREGUE,Avanço do fluxo do pedido,2026-04-16 14:41:00
404,116,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-11-20 09:54:00
405,116,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-11-21 03:54:00
406,117,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-03-15 15:53:00
407,117,PENDENTE_PAGAMENTO,CANCELADO,Avanço do fluxo do pedido,2025-03-16 09:53:00
408,118,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-06-18 13:46:00
409,118,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-06-19 07:46:00
410,118,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2025-06-20 01:46:00
411,119,,PENDENTE_PAGAMENTO,Carga inicial didática,2025-07-19 21:28:00
412,119,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2025-07-20 15:28:00
413,119,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2025-07-21 09:28:00
414,119,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2025-07-22 03:28:00
415,120,,PENDENTE_PAGAMENTO,Carga inicial didática,2026-06-08 21:14:00
416,120,PENDENTE_PAGAMENTO,PAGAMENTO_APROVADO,Avanço do fluxo do pedido,2026-06-09 15:14:00
417,120,PAGAMENTO_APROVADO,EM_SEPARACAO,Avanço do fluxo do pedido,2026-06-10 09:14:00
418,120,EM_SEPARACAO,ENVIADO,Avanço do fluxo do pedido,2026-06-11 03:14:00
